sider2_triggers
"['levobunolol', 'cerebrovascular accident']"
"['levobunolol', 'rash']"
"['levobunolol', 'ptosis']"
"['levobunolol', 'paresthesia']"
"['levobunolol', 'bronchospasm']"
"['levobunolol', 'respiratory failure']"
"['levobunolol', 'nasal congestion']"
"['levobunolol', 'lethargy']"
"['levobunolol', 'myasthenia']"
"['levobunolol', 'heart failure']"
"['levobunolol', 'congestive heart failure']"
"['levobunolol', 'hypersensitivity']"
"['levobunolol', 'heart block']"
"['levobunolol', 'confusion']"
"['levobunolol', 'ataxia']"
"['levobunolol', 'cerebral ischemia']"
"['levobunolol', 'hypoglycemia']"
"['levobunolol', 'dizziness']"
"['levobunolol', 'pruritus']"
"['levobunolol', 'arrest']"
"['levobunolol', 'chest pain']"
"['levobunolol', 'dyspnea']"
"['levobunolol', 'blepharoconjunctivitis']"
"['levobunolol', 'myasthenia gravis']"
"['levobunolol', 'visual disturbances']"
"['levobunolol', 'arrhythmia']"
"['levobunolol', 'iridocyclitis']"
"['levobunolol', 'asthenia']"
"['levobunolol', 'urticaria']"
"['levobunolol', 'diarrhea']"
"['levobunolol', 'ischemia']"
"['levobunolol', 'generalized rash']"
"['levobunolol', 'palpitations']"
"['levobunolol', 'stinging']"
"['levobunolol', 'pain']"
"['levobunolol', 'diplopia']"
"['levobunolol', 'nausea']"
"['levobunolol', 'syncope']"
"['levobunolol', 'eyelid ptosis']"
"['levobunolol', 'alopecia']"
"['levobunolol', 'bradycardia']"
"['levobunolol', 'impotence']"
"['levobunolol', 'hypotension']"
"['levobunolol', 'keratitis']"
"['levobunolol', 'headache']"
"['adapalene', 'erythema']"
"['adapalene', 'contact dermatitis']"
"['adapalene', 'atopic dermatitis']"
"['adapalene', 'angioedema']"
"['adapalene', 'skin edema']"
"['adapalene', 'fetal disorders']"
"['adapalene', 'swelling of the lips']"
"['adapalene', 'eyelid edema']"
"['adapalene', 'rash']"
"['adapalene', 'dry skin']"
"['adapalene', 'atopic']"
"['adapalene', 'eye pain']"
"['adapalene', 'keratoconjunctivitis']"
"['adapalene', 'edema']"
"['adapalene', 'skin discoloration']"
"['adapalene', 'skin irritation']"
"['adapalene', 'pruritus']"
"['adapalene', 'discomfort']"
"['adapalene', 'lip']"
"['adapalene', 'urticaria']"
"['adapalene', 'convulsions']"
"['adapalene', 'swelling']"
"['adapalene', 'dermatitis']"
"['adapalene', 'hepatitis']"
"['adapalene', 'papilledema']"
"['adapalene', 'irritant dermatitis']"
"['adapalene', 'seborrhea']"
"['adapalene', 'stinging']"
"['adapalene', 'face edema']"
"['adapalene', 'pain']"
"['adapalene', 'desquamation']"
"['adapalene', 'herpes']"
"['adapalene', 'herpes simplex']"
"['adapalene', 'eczema']"
"['adapalene', 'conjunctivitis']"
"['adapalene', 'vesicular rash']"
"['doxepin', 'erythema']"
"['doxepin', 'back pain']"
"['doxepin', 'ear pain']"
"['doxepin', 'diplopia']"
"['doxepin', 'ventricular extrasystoles']"
"['doxepin', 'bilirubinemia']"
"['doxepin', 'fever']"
